POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
0,-0.0,0.0,1.9779165e-05,1.860416e-05,2.0241665e-05,2.0295827e-05,1.8791659e-05,1.9004163e-05,2.00375e-05,1.9383328e-05,1.9770829e-05,1.9787494e-05,1.9954165e-05,2.0041665e-05,1.9979159e-05,-1.25003e-07,1.9658328e-05,2.0524994e-05
1,0.272,0.01,1.9816662e-05,1.861666e-05,2.0283333e-05,2.0337495e-05,1.8858329e-05,1.8949993e-05,2.0020827e-05,1.9316665e-05,1.9770829e-05,1.9770829e-05,1.9945828e-05,2.0012498e-05,1.9920826e-05,-1.3334e-07,1.9666664e-05,2.0479163e-05
2,0.545,0.02,1.9779165e-05,1.8599994e-05,2.0233329e-05,2.0304164e-05,1.8820827e-05,1.8895833e-05,2.0004161e-05,1.93e-05,1.9720832e-05,1.9687493e-05,1.9862493e-05,1.9949992e-05,1.9924999e-05,-1.04173e-07,1.9620831e-05,2.0454161e-05
3,0.818,0.03,1.9741663e-05,1.8533334e-05,2.0187497e-05,2.0241665e-05,1.8766665e-05,1.8820827e-05,1.9933326e-05,1.9291663e-05,1.9687493e-05,1.9587493e-05,1.9829162e-05,1.9912497e-05,1.9883331e-05,-8.7508e-08,1.9554162e-05,2.0374997e-05
4,1.091,0.04,1.9654162e-05,1.8458326e-05,2.0108326e-05,2.0187497e-05,1.8724997e-05,1.8779167e-05,1.9899997e-05,1.923333e-05,1.9595829e-05,1.9541661e-05,1.9783331e-05,1.9862493e-05,1.9820833e-05,-8.7508e-08,1.952916e-05,2.0341666e-05
5,1.364,0.05,1.9595829e-05,1.8433333e-05,2.0008325e-05,2.0112499e-05,1.8662493e-05,1.8645827e-05,1.9845827e-05,1.916666e-05,1.9562498e-05,1.9449997e-05,1.9666664e-05,1.9737497e-05,1.9749999e-05,-7.9171e-08,1.9474999e-05,2.0237494e-05
6,1.637,0.06,1.9566663e-05,1.8370827e-05,1.9991659e-05,2.0116662e-05,1.8654164e-05,1.8579165e-05,1.9733325e-05,1.906666e-05,1.9495828e-05,1.9333331e-05,1.9604166e-05,1.9687493e-05,1.9704159e-05,-6.667e-08,1.9379162e-05,2.0216663e-05
7,1.909,0.07,1.9454161e-05,1.8324996e-05,1.9920826e-05,2.0016661e-05,1.8554163e-05,1.8499994e-05,1.9670828e-05,1.8995834e-05,1.9462497e-05,1.9254159e-05,1.9549998e-05,1.9649999e-05,1.9604166e-05,-7.0834e-08,1.9316665e-05,2.0154166e-05
8,2.182,0.08,1.9437495e-05,1.8229166e-05,1.9820833e-05,1.9954165e-05,1.8475001e-05,1.8354162e-05,1.9620831e-05,1.895833e-05,1.9379162e-05,1.9162497e-05,1.9449997e-05,1.9566663e-05,1.9558327e-05,-4.1668e-08,1.9283327e-05,2.009166e-05
9,2.455,0.09,1.9320829e-05,1.815416e-05,1.9716661e-05,1.9845827e-05,1.842916e-05,1.8283328e-05,1.952916e-05,1.88375e-05,1.9329167e-05,1.9037492e-05,1.9370826e-05,1.9458326e-05,1.9462497e-05,-7.9171e-08,1.9183326e-05,2.0016661e-05
10,2.728,0.1,1.9274998e-05,1.804583e-05,1.9658328e-05,1.9795831e-05,1.8370827e-05,1.8170826e-05,1.9474999e-05,1.8795832e-05,1.9237494e-05,1.8974995e-05,1.9316665e-05,1.9424995e-05,1.9366662e-05,-5.4169e-08,1.9129166e-05,1.9891659e-05
11,3.001,0.11,1.9162497e-05,1.7987497e-05,1.9562498e-05,1.9745827e-05,1.8299992e-05,1.8087498e-05,1.93875e-05,1.8704161e-05,1.916666e-05,1.8862494e-05,1.9170833e-05,1.9295827e-05,1.93e-05,-4.584e-08,1.9095825e-05,1.985e-05
12,3.273,0.12,1.9037492e-05,1.7891662e-05,1.9437495e-05,1.9645826e-05,1.8258334e-05,1.7974997e-05,1.9266661e-05,1.8566665e-05,1.9058331e-05,1.8758328e-05,1.9104164e-05,1.9212492e-05,1.9191662e-05,-6.2505e-08,1.8999997e-05,1.9779165e-05
13,3.546,0.13,1.9020828e-05,1.7824999e-05,1.9399993e-05,1.9554162e-05,1.8133331e-05,1.7808326e-05,1.9195826e-05,1.8520832e-05,1.8995834e-05,1.8624996e-05,1.9012499e-05,1.9124993e-05,1.9141666e-05,-2.0838e-08,1.8916662e-05,1.9687493e-05
14,3.819,0.14,1.887916e-05,1.7712498e-05,1.9270834e-05,1.9429159e-05,1.803333e-05,1.770416e-05,1.9087498e-05,1.8454162e-05,1.8899997e-05,1.8504166e-05,1.8895833e-05,1.9008326e-05,1.904583e-05,-3.7503e-08,1.8799996e-05,1.9541661e-05
15,4.092,0.15,1.877083e-05,1.7591659e-05,1.9195826e-05,1.9358333e-05,1.797916e-05,1.7574994e-05,1.9016663e-05,1.8295828e-05,1.8824998e-05,1.8366663e-05,1.8795832e-05,1.8874995e-05,1.8899997e-05,-5.0004e-08,1.8737499e-05,1.9466663e-05
16,4.365,0.16,1.8720826e-05,1.7499995e-05,1.9079162e-05,1.9249996e-05,1.7870832e-05,1.7470829e-05,1.8937493e-05,1.8199993e-05,1.8737499e-05,1.822083e-05,1.865e-05,1.8766665e-05,1.8816661e-05,-2.9174e-08,1.8666664e-05,1.9391664e-05
17,4.637,0.17,1.8595831e-05,1.7412496e-05,1.8962495e-05,1.9195826e-05,1.7824999e-05,1.7354163e-05,1.8799996e-05,1.8124994e-05,1.8624996e-05,1.8104163e-05,1.8579165e-05,1.8674993e-05,1.8716661e-05,-2.5002e-08,1.8566665e-05,1.9295827e-05
18,4.91,0.18,1.8458326e-05,1.7316659e-05,1.887916e-05,1.9091662e-05,1.77375e-05,1.71875e-05,1.8683329e-05,1.7995826e-05,1.8512495e-05,1.7970831e-05,1.8462499e-05,1.8562499e-05,1.8641662e-05,-3.3339e-08,1.8449999e-05,1.9141666e-05
19,5.183,0.19,1.8366663e-05,1.7224995e-05,1.8745828e-05,1.8929164e-05,1.7641663e-05,1.7049995e-05,1.8612496e-05,1.7908327e-05,1.8404166e-05,1.7795834e-05,1.8287499e-05,1.8487493e-05,1.8541661e-05,-2.5002e-08,1.8366663e-05,1.9070832e-05
20,5.456,0.2,1.8241661e-05,1.7079163e-05,1.865e-05,1.8858329e-05,1.7554165e-05,1.6937494e-05,1.8462499e-05,1.7791661e-05,1.8304165e-05,1.770416e-05,1.8229166e-05,1.8324996e-05,1.8399993e-05,-3.7503e-08,1.8270826e-05,1.8941664e-05
21,5.729,0.21,1.8116665e-05,1.6987498e-05,1.8516659e-05,1.8737499e-05,1.7395831e-05,1.6791662e-05,1.8412495e-05,1.770416e-05,1.8199993e-05,1.7512497e-05,1.8054159e-05,1.8183327e-05,1.8304165e-05,-3.3339e-08,1.8187498e-05,1.878333e-05
22,6.002,0.22,1.8041666e-05,1.6895827e-05,1.8383329e-05,1.860416e-05,1.7358327e-05,1.6599997e-05,1.8279163e-05,1.7558328e-05,1.8070832e-05,1.7379165e-05,1.7920827e-05,1.8062496e-05,1.8204164e-05,-2.0838e-08,1.8049996e-05,1.8691659e-05
23,6.274,0.23,1.7891662e-05,1.677916e-05,1.8241661e-05,1.8541661e-05,1.7245833e-05,1.6424998e-05,1.8149996e-05,1.7420833e-05,1.796666e-05,1.7208329e-05,1.7799997e-05,1.7908327e-05,1.8070832e-05,-2.0838e-08,1.7941666e-05,1.8595831e-05
24,6.547,0.24,1.7787495e-05,1.6654165e-05,1.8120829e-05,1.8358325e-05,1.7124994e-05,1.6258327e-05,1.8049996e-05,1.729583e-05,1.7829163e-05,1.7029166e-05,1.7633327e-05,1.7824999e-05,1.7941666e-05,-8e-12,1.7795834e-05,1.844166e-05
25,6.82,0.25,1.7679158e-05,1.6495831e-05,1.7949995e-05,1.8258334e-05,1.7029166e-05,1.6129159e-05,1.7904162e-05,1.7137496e-05,1.7708333e-05,1.6874998e-05,1.7541663e-05,1.7649993e-05,1.7783332e-05,-1.6673e-08,1.7720826e-05,1.830833e-05
26,7.093,0.26,1.7516661e-05,1.6362492e-05,1.7829163e-05,1.8120829e-05,1.6924992e-05,1.5908328e-05,1.7762493e-05,1.7012493e-05,1.7599996e-05,1.6670831e-05,1.7345827e-05,1.7524997e-05,1.76375e-05,-1.6673e-08,1.758333e-05,1.8183327e-05
27,7.366,0.27,1.7412496e-05,1.6245825e-05,1.7645827e-05,1.7970831e-05,1.6820828e-05,1.5774996e-05,1.7654165e-05,1.6891663e-05,1.7424996e-05,1.6487495e-05,1.7170827e-05,1.7374992e-05,1.7512497e-05,8.329e-09,1.7445827e-05,1.8004162e-05
28,7.638,0.28,1.7287493e-05,1.6079164e-05,1.7541663e-05,1.7883332e-05,1.6699998e-05,1.5549993e-05,1.7516661e-05,1.6733329e-05,1.7312495e-05,1.6320833e-05,1.7058333e-05,1.722916e-05,1.7333332e-05,-8.337e-09,1.729583e-05,1.79125e-05
29,7.911,0.29,1.7095828e-05,1.59875e-05,1.7358327e-05,1.770416e-05,1.6583332e-05,1.5374993e-05,1.7345827e-05,1.6591661e-05,1.7154161e-05,1.6104166e-05,1.683333e-05,1.7033331e-05,1.7254162e-05,-4.172e-09,1.7162498e-05,1.7720826e-05
30,8.184,0.3,1.6991664e-05,1.5841659e-05,1.7208329e-05,1.7574994e-05,1.6424998e-05,1.5158327e-05,1.7254162e-05,1.6458329e-05,1.6991664e-05,1.5891663e-05,1.6712498e-05,1.69e-05,1.7062497e-05,1.6665e-08,1.7054161e-05,1.7549999e-05
31,8.457,0.31,1.6824992e-05,1.5683334e-05,1.6983326e-05,1.7420833e-05,1.6329161e-05,1.4966663e-05,1.7058333e-05,1.6279166e-05,1.6862496e-05,1.5679161e-05,1.6529162e-05,1.6699998e-05,1.6887498e-05,4.164e-09,1.6883325e-05,1.7399994e-05
32,8.73,0.32,1.6687496e-05,1.5558329e-05,1.6816664e-05,1.7254162e-05,1.6191665e-05,1.4724994e-05,1.6979162e-05,1.6170827e-05,1.667916e-05,1.5441665e-05,1.6337499e-05,1.6516662e-05,1.6749995e-05,2.083e-08,1.6770831e-05,1.7212495e-05
33,9.003,0.33,1.6545828e-05,1.5412497e-05,1.6629163e-05,1.7095828e-05,1.6074999e-05,1.4504162e-05,1.6770831e-05,1.5983327e-05,1.6495831e-05,1.5245827e-05,1.6141661e-05,1.6358328e-05,1.6579159e-05,4.164e-09,1.6591661e-05,1.7095828e-05
34,9.275,0.34,1.6345826e-05,1.5254163e-05,1.6445827e-05,1.695416e-05,1.592083e-05,1.4299997e-05,1.6587495e-05,1.5783326e-05,1.6308331e-05,1.5008331e-05,1.5966662e-05,1.6129159e-05,1.6424998e-05,2.083e-08,1.6424998e-05,1.684583e-05
35,9.548,0.35,1.6212494e-05,1.5062499e-05,1.6224996e-05,1.6791662e-05,1.5791662e-05,1.4041662e-05,1.6487495e-05,1.5633328e-05,1.6154163e-05,1.4762497e-05,1.5699998e-05,1.5970827e-05,1.6220833e-05,2.083e-08,1.6237498e-05,1.6654165e-05
36,9.821,0.36,1.6008329e-05,1.4883328e-05,1.6029158e-05,1.6608326e-05,1.5612499e-05,1.3804166e-05,1.6270827e-05,1.5420826e-05,1.5949996e-05,1.45125e-05,1.5537493e-05,1.5737494e-05,1.6024995e-05,-4.172e-09,1.6058326e-05,1.649166e-05
37,10.094,0.37,1.5870826e-05,1.4724994e-05,1.5812493e-05,1.6412496e-05,1.5499998e-05,1.3570825e-05,1.609583e-05,1.5224997e-05,1.576666e-05,1.4229163e-05,1.5283331e-05,1.5529164e-05,1.5837495e-05,2.9159e-08,1.5874997e-05,1.6299995e-05
38,10.367,0.38,1.5704163e-05,1.4562495e-05,1.5599999e-05,1.6220833e-05,1.5320826e-05,1.3266659e-05,1.5945832e-05,1.5070827e-05,1.5587497e-05,1.3958327e-05,1.5066664e-05,1.5324998e-05,1.5624992e-05,2.4994e-08,1.5733329e-05,1.6070826e-05
39,10.639,0.39,1.547916e-05,1.4329164e-05,1.5349991e-05,1.6037497e-05,1.5154163e-05,1.3012496e-05,1.5720829e-05,1.484166e-05,1.5383332e-05,1.3704165e-05,1.4854161e-05,1.5120832e-05,1.5445828e-05,2.4994e-08,1.5529164e-05,1.5849995e-05
40,10.912,0.4,1.5312497e-05,1.4179166e-05,1.5133333e-05,1.5858332e-05,1.4991665e-05,1.2762499e-05,1.5558329e-05,1.4666661e-05,1.5170828e-05,1.3383333e-05,1.4620829e-05,1.484166e-05,1.5254163e-05,2.9159e-08,1.5287495e-05,1.5629164e-05
41,11.185,0.41,1.5120832e-05,1.3966664e-05,1.4837496e-05,1.5608326e-05,1.4833331e-05,1.2437495e-05,1.5354164e-05,1.4429164e-05,1.4916666e-05,1.308333e-05,1.4354166e-05,1.46125e-05,1.4979164e-05,2.9159e-08,1.5079165e-05,1.5391659e-05
42,11.458,0.42,1.4895829e-05,1.3737495e-05,1.4599998e-05,1.5416663e-05,1.4662496e-05,1.2104161e-05,1.5141662e-05,1.4233327e-05,1.473333e-05,1.2770827e-05,1.4074993e-05,1.4354166e-05,1.4716665e-05,2.9159e-08,1.484166e-05,1.5154163e-05
43,11.731,0.43,1.4720829e-05,1.3566661e-05,1.4320826e-05,1.5191667e-05,1.4462495e-05,1.1841663e-05,1.4920831e-05,1.4004159e-05,1.445833e-05,1.2408328e-05,1.3774999e-05,1.4108332e-05,1.4508327e-05,5.4161e-08,1.4637494e-05,1.4874999e-05
44,12.003,0.44,1.445833e-05,1.3341665e-05,1.4008331e-05,1.4966663e-05,1.4283331e-05,1.1491664e-05,1.4695827e-05,1.3754161e-05,1.4187495e-05,1.2087497e-05,1.3512492e-05,1.3837496e-05,1.4216662e-05,4.5832e-08,1.4408326e-05,1.4604163e-05
