POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
41,13.235,-0.09,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,2.687494e-06
42,13.558,-0.08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.9174e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,2.662492e-06
43,13.881,-0.07,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,2.633325e-06
44,14.203,-0.06,-1.6673e-08,-8.337e-09,-2.0838e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,2.604159e-06
45,14.526,-0.05,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.9174e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,2.570828e-06
46,14.849,-0.04,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,2.554162e-06
47,15.172,-0.03,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,2.533332e-06
48,15.495,-0.02,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-8.337e-09,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,2.520831e-06
49,15.818,-0.01,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,2.491665e-06
50,16.14,0.0,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,-2.5002e-08,-3.3339e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,2.466663e-06
51,16.463,0.01,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-3.3339e-08,2.433332e-06
52,16.786,0.02,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-4.172e-09,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,2.412494e-06
53,17.109,0.03,-2.9174e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,2.383327e-06
54,17.432,0.04,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,2.370826e-06
55,17.754,0.05,-2.0838e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-2.5002e-08,-3.3339e-08,-1.2501e-08,-2.0838e-08,2.337496e-06
56,18.077,0.06,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-1.2501e-08,-1.2501e-08,2.304165e-06
57,18.4,0.07,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-2.5002e-08,-2.5002e-08,2.283327e-06
58,18.723,0.08,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-3.3339e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,2.262497e-06
59,19.046,0.09,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-8.337e-09,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.2501e-08,2.237495e-06
60,19.369,0.1,-2.0838e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,2.212493e-06
61,19.691,0.11,-2.5002e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-8.337e-09,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,2.187498e-06
62,20.014,0.12,-8.337e-09,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,2.174997e-06
63,20.337,0.13,-2.5002e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,2.13333e-06
64,20.66,0.14,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,2.116664e-06
65,20.983,0.15,-1.2501e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,2.079161e-06
66,21.305,0.16,-2.9174e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-2.5002e-08,-2.0838e-08,-2.9174e-08,2.058331e-06
67,21.628,0.17,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-8.337e-09,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,2.037493e-06
68,21.951,0.18,-1.2501e-08,-2.0838e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,2.012499e-06
69,22.274,0.19,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,1.97916e-06
70,22.597,0.2,-1.2501e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-1.2501e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,-2.9174e-08,1.958331e-06
71,22.919,0.21,-2.0838e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.9174e-08,-8.337e-09,-2.0838e-08,1.937493e-06
72,23.242,0.22,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,1.904162e-06
73,23.565,0.23,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-3.3339e-08,-8.337e-09,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,1.891661e-06
74,23.888,0.24,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,1.866659e-06
75,24.211,0.25,-1.6673e-08,-1.6673e-08,-1.2501e-08,-4.172e-09,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-2.9174e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,1.854165e-06
76,24.534,0.26,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,1.808325e-06
77,24.856,0.27,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,1.79166e-06
78,25.179,0.28,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,1.77083e-06
79,25.502,0.29,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,1.745828e-06
80,25.825,0.3,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,1.733327e-06
81,26.148,0.31,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,1.683331e-06
82,26.47,0.32,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-3.7503e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,1.674994e-06
83,26.793,0.33,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,1.654164e-06
84,27.116,0.34,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,1.629162e-06
85,27.439,0.35,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,1.608332e-06
86,27.762,0.36,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,1.58333e-06
87,28.084,0.37,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,1.562492e-06
88,28.407,0.38,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,1.537498e-06
