POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
186,60.043,1.36,8.329e-09,-8e-12,-8e-12,-8e-12,4.164e-09,8.329e-09,8.329e-09,-8e-12,1.2493e-08,-8e-12,-8e-12,4.164e-09,-4.172e-09,8.329e-09,-8e-12,1.683331e-06
187,60.366,1.37,-4.172e-09,4.164e-09,-8e-12,4.164e-09,-8e-12,-8e-12,4.164e-09,-4.172e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,4.164e-09,1.729163e-06
188,60.689,1.38,8.329e-09,8.329e-09,4.164e-09,-8e-12,1.6665e-08,4.164e-09,4.164e-09,8.329e-09,-8e-12,-4.172e-09,1.2493e-08,4.164e-09,4.164e-09,1.2493e-08,-4.172e-09,1.762493e-06
189,61.011,1.39,4.164e-09,4.164e-09,1.2493e-08,4.164e-09,8.329e-09,-4.172e-09,-4.172e-09,-8e-12,-8e-12,4.164e-09,4.164e-09,4.164e-09,-8e-12,-8e-12,8.329e-09,1.816662e-06
190,61.334,1.4,4.164e-09,8.329e-09,4.164e-09,4.164e-09,-8e-12,-4.172e-09,-4.172e-09,-4.172e-09,4.164e-09,8.329e-09,1.2493e-08,1.2493e-08,4.164e-09,4.164e-09,4.164e-09,1.854165e-06
191,61.657,1.41,4.164e-09,8.329e-09,-8e-12,4.164e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,4.164e-09,-8e-12,-4.172e-09,4.164e-09,8.329e-09,1.2493e-08,-8e-12,1.904162e-06
192,61.98,1.42,-4.172e-09,-8e-12,-4.172e-09,4.164e-09,4.164e-09,-8e-12,-8e-12,8.329e-09,8.329e-09,-8e-12,-4.172e-09,-4.172e-09,-1.2501e-08,4.164e-09,-8e-12,1.945829e-06
193,62.303,1.43,8.329e-09,4.164e-09,4.164e-09,-8e-12,8.329e-09,8.329e-09,-4.172e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,-4.172e-09,8.329e-09,8.329e-09,-8e-12,1.966659e-06
194,62.626,1.44,8.329e-09,-8e-12,8.329e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,4.164e-09,4.164e-09,8.329e-09,4.164e-09,-8e-12,2.029165e-06
195,62.948,1.45,8.329e-09,8.329e-09,4.164e-09,8.329e-09,8.329e-09,-4.172e-09,-4.172e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,4.164e-09,-4.172e-09,4.164e-09,-8e-12,2.074997e-06
196,63.271,1.46,1.2493e-08,1.2493e-08,8.329e-09,8.329e-09,1.6665e-08,4.164e-09,4.164e-09,-8e-12,4.164e-09,-4.172e-09,1.2493e-08,4.164e-09,-8e-12,-8e-12,-4.172e-09,2.116664e-06
197,63.594,1.47,4.164e-09,4.164e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,-4.172e-09,-8e-12,4.164e-09,8.329e-09,8.329e-09,4.164e-09,-1.2501e-08,4.164e-09,4.164e-09,2.162496e-06
198,63.917,1.48,4.164e-09,4.164e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,4.164e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,2.204164e-06
199,64.24,1.49,4.164e-09,-8e-12,-8e-12,4.164e-09,4.164e-09,4.164e-09,4.164e-09,8.329e-09,8.329e-09,-8e-12,8.329e-09,4.164e-09,8.329e-09,-8e-12,-8.337e-09,2.249996e-06
200,64.562,1.5,-4.172e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,8.329e-09,4.164e-09,8.329e-09,-8e-12,8.329e-09,-8e-12,-8e-12,2.287499e-06
201,64.885,1.49,4.164e-09,-8e-12,4.164e-09,-4.172e-09,-8e-12,-8e-12,8.329e-09,-8e-12,-8e-12,-8e-12,-8e-12,1.2493e-08,4.164e-09,4.164e-09,4.164e-09,2.266661e-06
202,65.208,1.48,8.329e-09,4.164e-09,4.164e-09,-4.172e-09,-8e-12,-8e-12,-8e-12,4.164e-09,-8.337e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,-4.172e-09,1.2493e-08,2.237495e-06
203,65.531,1.47,4.164e-09,-8e-12,4.164e-09,-8e-12,8.329e-09,-4.172e-09,8.329e-09,-8e-12,-8.337e-09,4.164e-09,-8e-12,4.164e-09,-8e-12,-8e-12,4.164e-09,2.204164e-06
204,65.854,1.46,4.164e-09,4.164e-09,-4.172e-09,-8.337e-09,-4.172e-09,8.329e-09,-8.337e-09,4.164e-09,4.164e-09,-4.172e-09,-8e-12,-8e-12,4.164e-09,-8e-12,-8e-12,2.170825e-06
205,66.176,1.45,4.164e-09,-4.172e-09,-4.172e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,1.2493e-08,8.329e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,2.137494e-06
206,66.499,1.44,1.2493e-08,4.164e-09,4.164e-09,8.329e-09,1.2493e-08,-4.172e-09,4.164e-09,4.164e-09,-8e-12,-8e-12,4.164e-09,8.329e-09,4.164e-09,-8e-12,4.164e-09,2.104163e-06
207,66.822,1.43,8.329e-09,-4.172e-09,4.164e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,8.329e-09,4.164e-09,-4.172e-09,8.329e-09,-8e-12,-8e-12,8.329e-09,4.164e-09,2.06666e-06
208,67.145,1.42,-8e-12,-8e-12,-8e-12,4.164e-09,4.164e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,-8e-12,-8e-12,-8e-12,4.164e-09,4.164e-09,4.164e-09,2.033329e-06
209,67.468,1.41,4.164e-09,4.164e-09,-8e-12,-8e-12,-4.172e-09,1.6665e-08,-8e-12,-8e-12,4.164e-09,-8.337e-09,-8e-12,-4.172e-09,-8e-12,4.164e-09,-4.172e-09,1.999998e-06
210,67.791,1.4,4.164e-09,4.164e-09,-8e-12,-4.172e-09,4.164e-09,4.164e-09,4.164e-09,-4.172e-09,-8.337e-09,-4.172e-09,4.164e-09,-4.172e-09,-8e-12,8.329e-09,8.329e-09,1.966659e-06
211,68.113,1.39,-8.337e-09,-8e-12,-4.172e-09,-8.337e-09,-8e-12,-8.337e-09,-8e-12,-8e-12,-8e-12,4.164e-09,8.329e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,1.937493e-06
212,68.436,1.38,4.164e-09,4.164e-09,4.164e-09,-4.172e-09,4.164e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,-4.172e-09,8.329e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,1.899997e-06
213,68.759,1.37,4.164e-09,-4.172e-09,1.6665e-08,-8e-12,-8e-12,-4.172e-09,-8e-12,-4.172e-09,-8e-12,-8e-12,4.164e-09,-8e-12,4.164e-09,4.164e-09,4.164e-09,1.854165e-06
214,69.082,1.36,-8.337e-09,-8e-12,4.164e-09,4.164e-09,-4.172e-09,4.164e-09,-4.172e-09,-8.337e-09,4.164e-09,-8e-12,-8e-12,-8e-12,4.164e-09,4.164e-09,-8e-12,1.816662e-06
215,69.405,1.35,-8e-12,-8e-12,-8e-12,4.164e-09,-8e-12,-4.172e-09,-8.337e-09,-8e-12,-4.172e-09,4.164e-09,4.164e-09,8.329e-09,4.164e-09,-4.172e-09,-8e-12,1.774995e-06
216,69.727,1.34,-8e-12,-8e-12,-8.337e-09,4.164e-09,8.329e-09,-8e-12,-8.337e-09,4.164e-09,8.329e-09,-4.172e-09,4.164e-09,-8.337e-09,-4.172e-09,4.164e-09,-8e-12,1.749992e-06
217,70.05,1.33,4.164e-09,-4.172e-09,4.164e-09,-8.337e-09,-8e-12,4.164e-09,-4.172e-09,-4.172e-09,4.164e-09,-4.172e-09,4.164e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,1.699996e-06
218,70.373,1.32,4.164e-09,-4.172e-09,-8e-12,-8e-12,-8e-12,-8e-12,4.164e-09,4.164e-09,4.164e-09,-8e-12,4.164e-09,4.164e-09,4.164e-09,-4.172e-09,-4.172e-09,1.679158e-06
219,70.696,1.31,-4.172e-09,-8e-12,-8e-12,-8e-12,-8e-12,-8.337e-09,4.164e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,4.164e-09,-8e-12,4.164e-09,4.164e-09,1.645827e-06
220,71.019,1.3,-8e-12,-8e-12,4.164e-09,4.164e-09,-8.337e-09,4.164e-09,-8e-12,-8e-12,-8.337e-09,-8e-12,-8e-12,4.164e-09,4.164e-09,-8.337e-09,-8e-12,1.608332e-06
221,71.341,1.29,4.164e-09,4.164e-09,-8.337e-09,4.164e-09,4.164e-09,4.164e-09,-8e-12,4.164e-09,8.329e-09,-8e-12,-8.337e-09,4.164e-09,-4.172e-09,8.329e-09,-8e-12,1.574993e-06
222,71.664,1.28,-8.337e-09,-4.172e-09,4.164e-09,-8.337e-09,-8e-12,-8e-12,-4.172e-09,-8e-12,4.164e-09,-8e-12,-8e-12,1.6665e-08,-4.172e-09,8.329e-09,-8e-12,1.545827e-06
223,71.987,1.27,4.164e-09,8.329e-09,-1.2501e-08,-4.172e-09,-4.172e-09,-8.337e-09,-8.337e-09,4.164e-09,4.164e-09,-8.337e-09,-8e-12,-8e-12,-8e-12,-8.337e-09,4.164e-09,1.51666e-06
224,72.31,1.26,-8e-12,-8.337e-09,-8e-12,-8e-12,-4.172e-09,-8e-12,-8e-12,-4.172e-09,-8e-12,-4.172e-09,-4.172e-09,4.164e-09,-8e-12,4.164e-09,-8.337e-09,1.474992e-06
225,72.633,1.25,-8e-12,-8e-12,-8.337e-09,-4.172e-09,4.164e-09,-8e-12,4.164e-09,-4.172e-09,-8e-12,-8.337e-09,-4.172e-09,4.164e-09,-8e-12,-8e-12,-4.172e-09,1.445826e-06
226,72.956,1.24,-8e-12,-8e-12,-4.172e-09,-4.172e-09,-8e-12,-8e-12,-8e-12,-8.337e-09,-4.172e-09,4.164e-09,-8e-12,-8e-12,-4.172e-09,4.164e-09,-4.172e-09,1.408331e-06
227,73.278,1.23,-4.172e-09,-8e-12,-8.337e-09,-8e-12,4.164e-09,-4.172e-09,-8e-12,-4.172e-09,-8e-12,-4.172e-09,-8.337e-09,-4.172e-09,-4.172e-09,-4.172e-09,-8.337e-09,1.387493e-06
228,73.601,1.22,4.164e-09,-8e-12,4.164e-09,-4.172e-09,-4.172e-09,-4.172e-09,-4.172e-09,-4.172e-09,-8e-12,4.164e-09,4.164e-09,-8e-12,-8.337e-09,-4.172e-09,-1.2501e-08,1.341661e-06
229,73.924,1.21,-4.172e-09,-8e-12,-8e-12,-4.172e-09,-8e-12,-4.172e-09,-4.172e-09,-1.2501e-08,8.329e-09,-4.172e-09,4.164e-09,-4.172e-09,-4.172e-09,-4.172e-09,4.164e-09,1.316659e-06
230,74.247,1.2,8.329e-09,4.164e-09,-8.337e-09,-8e-12,-4.172e-09,-4.172e-09,-8e-12,-8e-12,-4.172e-09,4.164e-09,-4.172e-09,-8e-12,4.164e-09,-8e-12,-8e-12,1.279163e-06
231,74.57,1.19,4.164e-09,-8e-12,-4.172e-09,-4.172e-09,-4.172e-09,-4.172e-09,4.164e-09,-4.172e-09,-1.2501e-08,-1.2501e-08,4.164e-09,-4.172e-09,-8.337e-09,-8.337e-09,4.164e-09,1.258326e-06
232,74.892,1.18,-8.337e-09,4.164e-09,4.164e-09,-8e-12,-4.172e-09,-4.172e-09,-8.337e-09,-8.337e-09,-4.172e-09,-4.172e-09,-1.2501e-08,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,1.229159e-06
233,75.215,1.17,-8.337e-09,-4.172e-09,-4.172e-09,-4.172e-09,-8e-12,-4.172e-09,4.164e-09,-8e-12,-4.172e-09,-4.172e-09,-1.6673e-08,8.329e-09,-4.172e-09,-4.172e-09,-4.172e-09,1.191664e-06
234,75.538,1.16,-8e-12,-4.172e-09,-1.2501e-08,-4.172e-09,-4.172e-09,-4.172e-09,-8e-12,-4.172e-09,-8.337e-09,4.164e-09,-4.172e-09,-4.172e-09,-4.172e-09,-8e-12,4.164e-09,1.166662e-06
235,75.861,1.15,-1.6673e-08,-1.6673e-08,-8e-12,-4.172e-09,-4.172e-09,-8.337e-09,-8.337e-09,-4.172e-09,-8.337e-09,-8e-12,-8e-12,4.164e-09,-4.172e-09,-1.2501e-08,-8e-12,1.145832e-06
236,76.184,1.14,-4.172e-09,-1.2501e-08,-8e-12,-4.172e-09,-1.2501e-08,-8e-12,-8e-12,-8e-12,-8.337e-09,-8e-12,-4.172e-09,-4.172e-09,-4.172e-09,-4.172e-09,-8.337e-09,1.104164e-06
237,76.506,1.13,-8.337e-09,-8e-12,-1.2501e-08,-1.2501e-08,-4.172e-09,-8e-12,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,-1.2501e-08,1.074998e-06
238,76.829,1.12,-8.337e-09,-8.337e-09,-1.6673e-08,-4.172e-09,-1.2501e-08,-4.172e-09,-8e-12,-8.337e-09,-1.6673e-08,-4.172e-09,-1.2501e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-1.2501e-08,1.049995e-06
239,77.152,1.11,-4.172e-09,-4.172e-09,-8.337e-09,-8.337e-09,-8.337e-09,-8.337e-09,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,-1.2501e-08,-4.172e-09,-4.172e-09,1.012492e-06
240,77.475,1.1,-1.6673e-08,-2.0838e-08,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,-8e-12,-8e-12,-4.172e-09,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,-1.2501e-08,-8.337e-09,9.87498e-07
241,77.798,1.09,-1.2501e-08,-8.337e-09,-8.337e-09,-8.337e-09,-4.172e-09,-4.172e-09,-4.172e-09,-1.2501e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.6673e-08,9.58331e-07
